geometryid,geometryacreage,imageid,imagepath,imagedate
5cGSoeaUKBNGLkT9WEiXVN,78142,893749,S2A_T15TUK_20220623_172137_UTM15_GS2,2022-06-23T17:09:01.000000
5cGSoeaUKBNGLkT9WEiXVN,78142,897552,S2B_T15TUK_20220628_172129_UTM15_GS2,2022-06-28T17:08:59.000000
5cGSoeaUKBNGLkT9WEiXVN,78142,897569,S2B_T15TUJ_20220628_172144_UTM15_GS2,2022-06-28T17:08:59.000000
5cGSoeaUKBNGLkT9WEiXVN,78142,902916,L9_027029_20220629_UTM15_GS2,2022-06-29T16:58:53.000000
5cGSoeaUKBNGLkT9WEiXVN,78142,913640,S2A_T15TUJ_20220713_172151_UTM15_GS2,2022-07-13T17:09:01.000000
5cGSoeaUKBNGLkT9WEiXVN,78142,913656,DEIMOS1_00BA09PM_1_20220712_131839_UTM15_GS2,2022-07-12T13:18:39.000000
5cGSoeaUKBNGLkT9WEiXVN,78142,913731,S2A_T15TUK_20220713_172137_UTM15_GS2,2022-07-13T17:09:01.000000
5cGSoeaUKBNGLkT9WEiXVN,78142,913971,RS2_269038_20220711_UTM15_GS2,2022-07-11T05:00:00.000000
5cGSoeaUKBNGLkT9WEiXVN,78142,917416,S2B_T15TUK_20220718_172129_UTM15_GS2,2022-07-18T17:08:59.000000
5cGSoeaUKBNGLkT9WEiXVN,78142,917424,S2B_T15TUJ_20220718_172143_UTM15_GS2,2022-07-18T17:08:59.000000
5cGSoeaUKBNGLkT9WEiXVN,78142,918768,GF1_WFV2_6603812_20220718_164624_UTM15_GS2,2022-07-18T16:46:24.000000
5cGSoeaUKBNGLkT9WEiXVN,78142,924835,GF6_WFV2_1120231360_20220720_173755_UTM15_GS2,2022-07-20T17:37:55.000000
5cGSoeaUKBNGLkT9WEiXVN,78142,927276,GF1_WFV4_6628567_20220727_170536_UTM15_GS2,2022-07-27T17:05:36.000000
5cGSoeaUKBNGLkT9WEiXVN,78142,928837,L8_028029_20220730_UTM15_GS2,2022-07-30T17:05:36.000000
5cGSoeaUKBNGLkT9WEiXVN,78142,931767,S2A_T15TUK_20220802_172135_UTM15_GS2,2022-08-02T17:09:01.000000
5cGSoeaUKBNGLkT9WEiXVN,78142,931799,S2A_T15TUJ_20220802_172149_UTM15_GS2,2022-08-02T17:09:01.000000
5cGSoeaUKBNGLkT9WEiXVN,78142,934321,GF6_WFV2_1120235658_20220802_175446_UTM14_GS2,2022-08-02T17:54:46.000000
5cGSoeaUKBNGLkT9WEiXVN,78142,935948,RS2_269038_20220804_UTM15_GS2,2022-08-04T05:00:00.000000
5cGSoeaUKBNGLkT9WEiXVN,78142,956968,L8_028029_20220831_UTM15_GS2,2022-08-31T17:05:43.000000
5cGSoeaUKBNGLkT9WEiXVN,78142,958441,L9_027029_20220901_UTM15_GS2,2022-09-01T16:59:15.000000
5cGSoeaUKBNGLkT9WEiXVN,78142,958513,S2A_T15TUK_20220901_170901_UTM15_GS2,2022-09-01T17:09:01.000000
5cGSoeaUKBNGLkT9WEiXVN,78142,958521,S2A_T15TUJ_20220901_170901_UTM15_GS2,2022-09-01T17:09:01.000000
5cGSoeaUKBNGLkT9WEiXVN,78142,965348,GF6_WFV2_1120244523_20220830_173811_UTM15_GS2,2022-08-30T17:38:11.000000
5cGSoeaUKBNGLkT9WEiXVN,78142,1027297,S2B_T15TUJ_20220906_170849_UTM15_GS2,2022-09-06T17:08:49.000000
5cGSoeaUKBNGLkT9WEiXVN,78142,1027298,S2B_T15TUK_20220906_170849_UTM15_GS2,2022-09-06T17:08:49.000000
5cGSoeaUKBNGLkT9WEiXVN,78142,1031685,S2A_T15TUK_20220911_170911_UTM15_GS2,2022-09-11T17:09:11.000000
5cGSoeaUKBNGLkT9WEiXVN,78142,1031689,S2A_T15TUJ_20220911_170911_UTM15_GS2,2022-09-11T17:09:11.000000
5cGSoeaUKBNGLkT9WEiXVN,78142,1098274,S2A_T15TUJ_20221031_171441_UTM15_GS2,2022-10-31T17:14:41.000000
5cGSoeaUKBNGLkT9WEiXVN,78142,1098285,S2A_T15TUK_20221031_171441_UTM15_GS2,2022-10-31T17:14:41.000000
5cGSoeaUKBNGLkT9WEiXVN,78142,1055722,L9_028029_20221010_UTM15_GS2,2022-10-10T17:05:35.000000
5cGSoeaUKBNGLkT9WEiXVN,78142,1056478,L8_027029_20221011_UTM15_GS2,2022-10-11T16:59:32.000000
5cGSoeaUKBNGLkT9WEiXVN,78142,1056740,S2A_T15TUK_20221011_171241_UTM15_GS2,2022-10-11T17:12:41.000000
1arBje7ybsvDnU2NCb3Tnj,512931,537540,GF1_WFV1_5844675_20210827_163954_UTM15_GS2,2021-08-27T16:39:54.000000
7MvdsbiLT1FY1VVFS0cWYV,189389,924837,GF6_WFV3_1120231362_20220720_173908_UTM15_GS2,2022-07-20T17:39:08.000000
7MvdsbiLT1FY1VVFS0cWYV,189389,934074,S2B_T15TXE_20220804_165849_UTM15_GS2,2022-08-04T16:58:49.000000
7MvdsbiLT1FY1VVFS0cWYV,189389,939954,S2B_T15TXE_20220811_164849_UTM15_GS2,2022-08-11T16:48:49.000000
7MvdsbiLT1FY1VVFS0cWYV,189389,949496,DEIMOS1_00BAF6SM_2_20220822_125914_UTM15_GS2,2022-08-22T12:59:14.000000
7MvdsbiLT1FY1VVFS0cWYV,189389,952818,S2A_T15TXE_20220826_164851_UTM15_GS2,2022-08-26T16:48:51.000000
7MvdsbiLT1FY1VVFS0cWYV,189389,957049,S2B_T15TXE_20220831_164839_UTM15_GS2,2022-08-31T16:48:39.000000
7MvdsbiLT1FY1VVFS0cWYV,189389,1011076,GF6_WFV3_1120244527_20220830_173924_UTM15_GS2,2022-08-30T17:39:24.000000
7MvdsbiLT1FY1VVFS0cWYV,189389,1028895,S2A_T15TXE_20220908_165901_UTM15_GS2,2022-09-08T16:59:01.000000
7MvdsbiLT1FY1VVFS0cWYV,189389,1045840,S2A_T15TXE_20220928_170111_UTM15_GS2,2022-09-28T17:01:11.000000
7MvdsbiLT1FY1VVFS0cWYV,189389,1033108,S2B_T15TXE_20220913_165849_UTM15_GS2,2022-09-13T16:58:49.000000
7MvdsbiLT1FY1VVFS0cWYV,189389,1035240,S2A_T15TXE_20220915_164931_UTM15_GS2,2022-09-15T16:49:31.000000
7MvdsbiLT1FY1VVFS0cWYV,189389,1037701,S2A_T15TXE_20220918_165951_UTM15_GS2,2022-09-18T16:59:51.000000
7MvdsbiLT1FY1VVFS0cWYV,189389,1039519,S2B_T15TXE_20220920_164909_UTM15_GS2,2022-09-20T16:49:09.000000
7MvdsbiLT1FY1VVFS0cWYV,189389,1047422,S2B_T15TXE_20220930_165109_UTM15_GS2,2022-09-30T16:51:09.000000
7MvdsbiLT1FY1VVFS0cWYV,189389,1054375,S2A_T15TXE_20221008_170211_UTM15_GS2,2022-10-08T17:02:11.000000
7MvdsbiLT1FY1VVFS0cWYV,189389,1055827,S2B_T15TXE_20221010_165209_UTM15_GS2,2022-10-10T16:52:09.000000
7MvdsbiLT1FY1VVFS0cWYV,189389,1058121,L8_025032_20221013_UTM15_GS2,2022-10-13T16:48:20.000000
7MvdsbiLT1FY1VVFS0cWYV,189389,1058329,S2B_T15TXE_20221013_170239_UTM15_GS2,2022-10-13T17:02:39.000000
7MvdsbiLT1FY1VVFS0cWYV,189389,1099633,S2B_T15TXE_20221102_170449_UTM15_GS2,2022-11-02T17:04:49.000000
7MvdsbiLT1FY1VVFS0cWYV,189389,1102857,L9_025032_20221106_UTM15_GS2,2022-11-06T16:48:17.000000
7MvdsbiLT1FY1VVFS0cWYV,189389,1104270,S2B_T15TXE_20221109_165519_UTM15_GS2,2022-11-09T16:55:19.000000
7MvdsbiLT1FY1VVFS0cWYV,189389,1062444,S2A_T15TXE_20221018_170321_UTM15_GS2,2022-10-18T17:03:21.000000
7MvdsbiLT1FY1VVFS0cWYV,189389,1062633,RS2_274041_20221016_UTM15_GS2,2022-10-16T05:00:00.000000
7MvdsbiLT1FY1VVFS0cWYV,189389,1063801,S2B_T15TXE_20221020_165329_UTM15_GS2,2022-10-20T16:53:29.000000
7MvdsbiLT1FY1VVFS0cWYV,189389,1064279,L9_025032_20221021_UTM15_GS2,2022-10-21T16:48:18.000000
7MvdsbiLT1FY1VVFS0cWYV,189389,1076398,S2A_T15TXE_20180601_171152_UTM15_GS2,2018-06-01T00:00:00.000000
7MvdsbiLT1FY1VVFS0cWYV,189389,554538,S2B_T15TXE_20210925_170231_UTM15_GS2,2021-09-25T16:49:39.000000
7MvdsbiLT1FY1VVFS0cWYV,189389,553919,L8_025032_20210924_UTM15_GS2,2021-09-24T16:48:09.000000
7MvdsbiLT1FY1VVFS0cWYV,189389,553644,S2A_T15TXE_20210923_171230_UTM15_GS2,2021-09-23T17:00:31.000000
7MvdsbiLT1FY1VVFS0cWYV,189389,551577,S2B_T15TXE_20210918_171223_UTM15_GS2,2021-09-18T16:58:49.000000
7MvdsbiLT1FY1VVFS0cWYV,189389,550290,S2B_T15TXE_20210915_170228_UTM15_GS2,2021-09-15T16:48:39.000000
7MvdsbiLT1FY1VVFS0cWYV,189389,549377,S2A_T15TXE_20210913_171228_UTM15_GS2,2021-09-13T16:59:11.000000
7MvdsbiLT1FY1VVFS0cWYV,189389,543725,S2A_T15TXE_20210910_170233_UTM15_GS2,2021-09-10T16:49:01.000000
7MvdsbiLT1FY1VVFS0cWYV,189389,541033,S2B_T15TXE_20210908_171223_UTM15_GS2,2021-09-08T16:58:39.000000
7MvdsbiLT1FY1VVFS0cWYV,189389,541002,L8_025032_20210908_UTM15_GS2,2021-09-08T16:48:07.000000
7MvdsbiLT1FY1VVFS0cWYV,189389,539306,S2B_T15TXE_20210905_170229_UTM15_GS2,2021-09-05T16:48:39.000000
7MvdsbiLT1FY1VVFS0cWYV,189389,536373,S2B_T15TXE_20210829_171224_UTM15_GS2,2021-08-29T16:58:49.000000
7MvdsbiLT1FY1VVFS0cWYV,189389,537515,RS2_273041_20210829_UTM15_GS2,2021-08-29T05:00:00.000000
7MvdsbiLT1FY1VVFS0cWYV,189389,537547,GF1_WFV4_5846497_20210828_170311_UTM15_GS2,2021-08-28T17:03:11.000000
7MvdsbiLT1FY1VVFS0cWYV,189389,537540,GF1_WFV1_5844675_20210827_163954_UTM15_GS2,2021-08-27T16:39:54.000000
7MvdsbiLT1FY1VVFS0cWYV,189389,537539,GF1_WFV1_5844681_20210827_163927_UTM15_GS2,2021-08-27T16:39:27.000000
7MvdsbiLT1FY1VVFS0cWYV,189389,541745,S2A_T15TXE_20210824_171229_UTM15_GS2,2021-08-24T16:58:51.000000
7MvdsbiLT1FY1VVFS0cWYV,189389,541186,L8_025032_20210823_UTM15_GS2,2021-08-23T16:48:02.000000
7MvdsbiLT1FY1VVFS0cWYV,189389,546461,GF6_WFV3_1120134387_20210822_174452_UTM15_GS2,2021-08-22T17:44:52.000000
7MvdsbiLT1FY1VVFS0cWYV,189389,546457,GF6_WFV3_1120134395_20210822_174415_UTM15_GS2,2021-08-22T17:44:15.000000
7MvdsbiLT1FY1VVFS0cWYV,189389,550900,DEIMOS1_00B13DSM_5_20210822_134624_UTM15_GS2,2021-08-22T08:46:24.000000
7MvdsbiLT1FY1VVFS0cWYV,189389,546063,S2B_T15TXE_20210819_171226_UTM15_GS2,2021-08-19T16:58:49.000000
7MvdsbiLT1FY1VVFS0cWYV,189389,550952,DEIMOS1_00B12BPM_4_20210819_135919_UTM15_GS2,2021-08-19T08:59:19.000000
7MvdsbiLT1FY1VVFS0cWYV,189389,546406,KAST_KAZ_MS6_20210818162955_ORTP_S116505_20210818_UTM15_GS2,2021-08-18T16:30:47.000000
7MvdsbiLT1FY1VVFS0cWYV,189389,547014,S2B_T15TXE_20210816_170232_UTM15_GS2,2021-08-16T16:48:39.000000
7MvdsbiLT1FY1VVFS0cWYV,189389,547736,S2A_T15TXE_20210814_171229_UTM15_GS2,2021-08-14T16:59:01.000000
7MvdsbiLT1FY1VVFS0cWYV,189389,548926,S2A_T15TXE_20210811_170235_UTM15_GS2,2021-08-11T16:49:01.000000
7MvdsbiLT1FY1VVFS0cWYV,189389,528008,KAST_KAZ_MS6_20210804162739_ORTP_S115839_20210804_UTM15_GS2,2021-08-04T16:29:02.000000
7MvdsbiLT1FY1VVFS0cWYV,189389,522027,S2B_T15TXE_20210727_170234_UTM15_GS2,2021-07-27T16:48:49.000000
7MvdsbiLT1FY1VVFS0cWYV,189389,518858,S2B_T15TXE_20210720_171229_UTM15_GS2,2021-07-20T16:58:49.000000
7MvdsbiLT1FY1VVFS0cWYV,189389,519541,DEIMOS1_00B08FPM_2_20210719_140045_UTM15_GS2,2021-07-19T09:00:45.000000
7MvdsbiLT1FY1VVFS0cWYV,189389,517751,S2B_T15TXE_20210717_170234_UTM15_GS2,2021-07-17T16:48:49.000000
7MvdsbiLT1FY1VVFS0cWYV,189389,519115,RS2_274041_20210717_UTM15_GS2,2021-07-17T05:00:00.000000
7MvdsbiLT1FY1VVFS0cWYV,189389,513832,S2A_T15TXE_20210705_171229_UTM15_GS2,2021-07-05T16:59:01.000000
7MvdsbiLT1FY1VVFS0cWYV,189389,514315,DEIMOS1_00B053SM_6_20210705_135503_UTM15_GS2,2021-07-05T08:55:03.000000
7MvdsbiLT1FY1VVFS0cWYV,189389,513008,DEIMOS1_00B04BPM_2_20210702_140729_UTM15_GS2,2021-07-02T09:07:29.000000
7MvdsbiLT1FY1VVFS0cWYV,189389,509242,RS2_274041_20210623_UTM15_GS2,2021-06-23T05:00:00.000000
7MvdsbiLT1FY1VVFS0cWYV,189389,504867,S2A_T15TXE_20210615_171227_UTM15_GS2,2021-06-15T16:58:51.000000
7MvdsbiLT1FY1VVFS0cWYV,189389,505605,GF6_WFV3_1120114058_20210613_173737_UTM15_GS2,2021-06-13T17:37:37.000000
7MvdsbiLT1FY1VVFS0cWYV,189389,503452,S2A_T15TXE_20210612_170233_UTM15_GS2,2021-06-12T16:49:01.000000
7MvdsbiLT1FY1VVFS0cWYV,189389,502332,GF6_WFV3_1120111532_20210605_174227_UTM15_GS2,2021-06-05T17:42:27.000000
7MvdsbiLT1FY1VVFS0cWYV,189389,500646,L8_025032_20210604_UTM15_GS2,2021-06-04T16:47:37.000000
7MvdsbiLT1FY1VVFS0cWYV,189389,502292,AL1B_AB_MS4_20210604152339_ORTP_S70726_20210604_UTM15_GS2,2021-06-04T15:25:23.000000
7MvdsbiLT1FY1VVFS0cWYV,189389,501834,DEIMOS1_00AFDESM_5_20210604_135608_UTM15_GS2,2021-06-04T08:56:08.000000
7MvdsbiLT1FY1VVFS0cWYV,189389,499982,RS2_274041_20210530_UTM15_GS2,2021-05-30T05:00:00.000000
7MvdsbiLT1FY1VVFS0cWYV,189389,497370,S2A_T15TXE_20210526_171228_UTM15_GS2,2021-05-26T16:58:51.000000
7MvdsbiLT1FY1VVFS0cWYV,189389,494119,GF1_WFV3_5644824_20210513_170024_UTM15_GS2,2021-05-13T17:00:24.000000
7MvdsbiLT1FY1VVFS0cWYV,189389,492382,S2A_T15TXE_20210513_170232_UTM15_GS2,2021-05-13T16:49:01.000000
7MvdsbiLT1FY1VVFS0cWYV,189389,491417,GF6_WFV2_1120103708_20210507_173530_UTM15_GS2,2021-05-07T17:35:30.000000
7MvdsbiLT1FY1VVFS0cWYV,189389,488402,S2B_T15TXE_20210501_171221_UTM15_GS2,2021-05-01T16:58:39.000000
7MvdsbiLT1FY1VVFS0cWYV,189389,489047,DEIMOS1_00AF47SM_3_20210501_140945_UTM15_GS2,2021-05-01T09:09:45.000000
7MvdsbiLT1FY1VVFS0cWYV,189389,489432,RS2_273041_20210501_UTM15_GS2,2021-05-01T05:00:00.000000
7MvdsbiLT1FY1VVFS0cWYV,189389,579164,S2B_T15TXE_20201202_171226_UTM15_GS2,2020-12-02T17:06:59.000000
7MvdsbiLT1FY1VVFS0cWYV,189389,579464,S2A_T15TXE_20211209_170231_UTM15_GS2,2021-12-09T16:57:11.000000
7MvdsbiLT1FY1VVFS0cWYV,189389,579480,S2B_T15TXE_20211217_171221_UTM15_GS2,2021-12-17T17:07:19.000000
5cGSoeaUKBNGLkT9WEiXVN,78142,1056749,S2A_T15TUJ_20221011_171241_UTM15_GS2,2022-10-11T17:12:41.000000
5cGSoeaUKBNGLkT9WEiXVN,78142,1060745,S2B_T15TUK_20221016_171309_UTM15_GS2,2022-10-16T17:13:09.000000
5cGSoeaUKBNGLkT9WEiXVN,78142,1060744,S2B_T15TUJ_20221016_171309_UTM15_GS2,2022-10-16T17:13:09.000000
5cGSoeaUKBNGLkT9WEiXVN,78142,1062282,L8_028029_20221018_UTM15_GS2,2022-10-18T17:05:45.000000
5cGSoeaUKBNGLkT9WEiXVN,78142,1062601,RS2_269038_20221015_UTM15_GS2,2022-10-15T05:00:00.000000
5cGSoeaUKBNGLkT9WEiXVN,78142,1094614,L9_028029_20221026_UTM15_GS2,2022-10-26T17:05:39.000000
5cGSoeaUKBNGLkT9WEiXVN,78142,1095049,S2B_T15TUK_20221026_171409_UTM15_GS2,2022-10-26T17:14:09.000000
5cGSoeaUKBNGLkT9WEiXVN,78142,1095051,S2B_T15TUJ_20221026_171409_UTM15_GS2,2022-10-26T17:14:09.000000
5cGSoeaUKBNGLkT9WEiXVN,78142,575935,S2B_T15TUJ_20211130_172134_UTM15_GS2,2021-11-30T17:16:49.000000
5cGSoeaUKBNGLkT9WEiXVN,78142,576116,S2B_T15TUK_20211130_172120_UTM15_GS2,2021-11-30T17:21:20.000000
5cGSoeaUKBNGLkT9WEiXVN,78142,565254,S2A_T15TUJ_20211026_172144_UTM15_GS2,2021-10-26T17:14:21.000000
5cGSoeaUKBNGLkT9WEiXVN,78142,565253,S2A_T15TUK_20211026_172129_UTM15_GS2,2021-10-26T17:14:21.000000
5cGSoeaUKBNGLkT9WEiXVN,78142,565744,RS2_270038_20211025_UTM15_GS2,2021-10-25T05:00:00.000000
5cGSoeaUKBNGLkT9WEiXVN,78142,561706,S2A_T15TUK_20211016_172130_UTM15_GS2,2021-10-16T17:13:11.000000
5cGSoeaUKBNGLkT9WEiXVN,78142,561704,S2A_T15TUJ_20211016_172144_UTM15_GS2,2021-10-16T17:13:11.000000
5cGSoeaUKBNGLkT9WEiXVN,78142,559944,S2B_T15TUK_20211011_172125_UTM15_GS2,2021-10-11T17:11:39.000000
5cGSoeaUKBNGLkT9WEiXVN,78142,554846,S2A_T15TUJ_20210926_172142_UTM15_GS2,2021-09-26T17:10:51.000000
5cGSoeaUKBNGLkT9WEiXVN,78142,554844,S2A_T15TUK_20210926_172128_UTM15_GS2,2021-09-26T17:10:51.000000
5cGSoeaUKBNGLkT9WEiXVN,78142,553097,L8_027029_20210922_UTM15_GS2,2021-09-22T16:59:19.000000
5cGSoeaUKBNGLkT9WEiXVN,78142,550502,S2A_T15TUK_20210916_172126_UTM15_GS2,2021-09-16T17:09:41.000000
5cGSoeaUKBNGLkT9WEiXVN,78142,550495,S2A_T15TUJ_20210916_172140_UTM15_GS2,2021-09-16T17:09:41.000000
5cGSoeaUKBNGLkT9WEiXVN,78142,545124,RS2_270038_20210907_UTM15_GS2,2021-09-07T05:00:00.000000
5cGSoeaUKBNGLkT9WEiXVN,78142,539607,S2A_T15TUJ_20210906_172139_UTM15_GS2,2021-09-06T17:08:51.000000
5cGSoeaUKBNGLkT9WEiXVN,78142,539604,S2A_T15TUK_20210906_172125_UTM15_GS2,2021-09-06T17:08:51.000000
5cGSoeaUKBNGLkT9WEiXVN,78142,539396,L8_027029_20210906_UTM15_GS2,2021-09-06T16:59:16.000000
5cGSoeaUKBNGLkT9WEiXVN,78142,538628,GF6_WFV2_1120137343_20210830_173853_UTM15_GS2,2021-08-30T17:38:53.000000
5cGSoeaUKBNGLkT9WEiXVN,78142,546366,GF6_WFV1_1120132813_20210817_172250_UTM15_GS2,2021-08-17T17:22:50.000000
5cGSoeaUKBNGLkT9WEiXVN,78142,545408,S2A_T15TUJ_20210817_172141_UTM15_GS2,2021-08-17T17:08:51.000000
5cGSoeaUKBNGLkT9WEiXVN,78142,545392,S2A_T15TUK_20210817_172127_UTM15_GS2,2021-08-17T17:08:51.000000
5cGSoeaUKBNGLkT9WEiXVN,78142,546256,GF6_WFV2_1120131817_20210814_174825_UTM15_GS2,2021-08-14T17:48:25.000000
5cGSoeaUKBNGLkT9WEiXVN,78142,544246,RS2_270038_20210814_UTM15_GS2,2021-08-14T05:00:00.000000
5cGSoeaUKBNGLkT9WEiXVN,78142,548630,S2B_T15TUK_20210812_172125_UTM15_GS2,2021-08-12T17:08:49.000000
5cGSoeaUKBNGLkT9WEiXVN,78142,545882,S2B_T15TUJ_20210812_172139_UTM15_GS2,2021-08-12T17:08:49.000000
5cGSoeaUKBNGLkT9WEiXVN,78142,544836,L8_028029_20210812_UTM15_GS2,2021-08-12T17:05:20.000000
5cGSoeaUKBNGLkT9WEiXVN,78142,524617,S2B_T15TUJ_20210802_172140_UTM15_GS2,2021-08-02T17:08:49.000000
5cGSoeaUKBNGLkT9WEiXVN,78142,524476,S2B_T15TUK_20210802_172126_UTM15_GS2,2021-08-02T17:08:49.000000
5cGSoeaUKBNGLkT9WEiXVN,78142,526183,DEIMOS1_00B0CAPM_2_20210802_140730_UTM15_GS2,2021-08-02T09:07:30.000000
5cGSoeaUKBNGLkT9WEiXVN,78142,520228,S2B_T15TUK_20210723_172126_UTM15_GS2,2021-07-23T17:08:49.000000
5cGSoeaUKBNGLkT9WEiXVN,78142,520216,S2B_T15TUJ_20210723_172141_UTM15_GS2,2021-07-23T17:08:49.000000
5cGSoeaUKBNGLkT9WEiXVN,78142,518982,L8_027029_20210720_UTM15_GS2,2021-07-20T16:58:58.000000
5cGSoeaUKBNGLkT9WEiXVN,78142,519539,DEIMOS1_00B08FSM_5_20210719_140153_UTM15_GS2,2021-07-19T09:01:53.000000
5cGSoeaUKBNGLkT9WEiXVN,78142,518710,DEIMOS1_00B086PM_2_20210716_141422_UTM15_GS2,2021-07-16T09:14:22.000000
5cGSoeaUKBNGLkT9WEiXVN,78142,513345,GF6_WFV1_1120119276_20210703_172416_UTM15_GS2,2021-07-03T17:24:16.000000
5cGSoeaUKBNGLkT9WEiXVN,78142,512199,S2B_T15TUJ_20210703_172140_UTM15_GS2,2021-07-03T17:08:49.000000
5cGSoeaUKBNGLkT9WEiXVN,78142,512194,S2B_T15TUK_20210703_172126_UTM15_GS2,2021-07-03T17:08:49.000000
5cGSoeaUKBNGLkT9WEiXVN,78142,513009,DEIMOS1_00B04BSM_5_20210702_140837_UTM15_GS2,2021-07-02T09:08:37.000000
5cGSoeaUKBNGLkT9WEiXVN,78142,508852,S2B_T15TUK_20210623_172125_UTM15_GS2,2021-06-23T17:08:49.000000
5cGSoeaUKBNGLkT9WEiXVN,78142,508822,S2B_T15TUJ_20210623_172139_UTM15_GS2,2021-06-23T17:08:49.000000
5cGSoeaUKBNGLkT9WEiXVN,78142,510486,GF1_WFV1_5714568_20210623_165646_UTM15_GS2,2021-06-23T16:56:46.000000
5cGSoeaUKBNGLkT9WEiXVN,78142,508595,DEIMOS1_00B023PM_5_20210622_141824_UTM15_GS2,2021-06-22T09:18:24.000000
5cGSoeaUKBNGLkT9WEiXVN,78142,506155,S2A_T15TUK_20210618_172125_UTM15_GS2,2021-06-18T17:08:51.000000
5cGSoeaUKBNGLkT9WEiXVN,78142,506153,S2A_T15TUJ_20210618_172139_UTM15_GS2,2021-06-18T17:08:51.000000
5cGSoeaUKBNGLkT9WEiXVN,78142,506279,L8_027029_20210618_UTM15_GS2,2021-06-18T16:58:52.000000
5cGSoeaUKBNGLkT9WEiXVN,78142,507685,DE00B014S_20210618_UTM15_GS2,2021-06-18T14:03:26.000000
5cGSoeaUKBNGLkT9WEiXVN,78142,507673,DEIMOS1_00B014SM_1_20210618_140249_UTM15_GS2,2021-06-18T09:02:49.000000
5cGSoeaUKBNGLkT9WEiXVN,78142,506050,GF6_WFV3_1120114323_20210614_180011_UTM14_GS2,2021-06-14T18:00:11.000000
5cGSoeaUKBNGLkT9WEiXVN,78142,505603,GF6_WFV2_1120114060_20210613_173624_UTM15_GS2,2021-06-13T17:36:24.000000
5cGSoeaUKBNGLkT9WEiXVN,78142,504103,S2B_T15TUK_20210613_172125_UTM15_GS2,2021-06-13T17:08:49.000000
5cGSoeaUKBNGLkT9WEiXVN,78142,503850,S2B_T15TUJ_20210613_172140_UTM15_GS2,2021-06-13T17:08:49.000000
5cGSoeaUKBNGLkT9WEiXVN,78142,502024,S2A_T15TUK_20210608_172125_UTM15_GS2,2021-06-08T17:08:51.000000
5cGSoeaUKBNGLkT9WEiXVN,78142,502023,S2A_T15TUJ_20210608_172139_UTM15_GS2,2021-06-08T17:08:51.000000
5cGSoeaUKBNGLkT9WEiXVN,78142,501952,GF6_WFV2_1120111538_20210605_174114_UTM15_GS2,2021-06-05T17:41:14.000000
5cGSoeaUKBNGLkT9WEiXVN,78142,501841,DEIMOS1_00AFE1PM_6_20210605_142529_UTM15_GS2,2021-06-05T09:25:29.000000
5cGSoeaUKBNGLkT9WEiXVN,78142,501839,DEIMOS1_00AFE1PM_5_20210605_142507_UTM15_GS2,2021-06-05T09:25:07.000000
5cGSoeaUKBNGLkT9WEiXVN,78142,499671,L8_027029_20210602_UTM15_GS2,2021-06-02T16:58:46.000000
5cGSoeaUKBNGLkT9WEiXVN,78142,500007,DEIMOS1_00AFD2SM_5_20210601_140953_UTM15_GS2,2021-06-01T09:09:53.000000
5cGSoeaUKBNGLkT9WEiXVN,78142,496606,S2B_T15TUJ_20210524_172139_UTM15_GS2,2021-05-24T17:08:49.000000
5cGSoeaUKBNGLkT9WEiXVN,78142,496578,S2B_T15TUK_20210524_172125_UTM15_GS2,2021-05-24T17:08:49.000000
5cGSoeaUKBNGLkT9WEiXVN,78142,489214,S2B_T15TUK_20210504_172121_UTM15_GS2,2021-05-04T17:08:49.000000
5cGSoeaUKBNGLkT9WEiXVN,78142,489211,S2B_T15TUJ_20210504_172136_UTM15_GS2,2021-05-04T17:08:49.000000
5cGSoeaUKBNGLkT9WEiXVN,78142,485900,L8_028029_20210422_UTM15_GS2,2021-04-22T17:04:49.000000
5cGSoeaUKBNGLkT9WEiXVN,78142,479567,S2B_T15TUJ_20210404_172136_UTM15_GS2,2021-04-04T17:08:49.000000
5cGSoeaUKBNGLkT9WEiXVN,78142,479557,S2B_T15TUK_20210404_172122_UTM15_GS2,2021-04-04T17:08:49.000000
5cGSoeaUKBNGLkT9WEiXVN,78142,478074,S2A_T15TUJ_20210330_172136_UTM15_GS2,2021-03-30T17:09:01.000000
5cGSoeaUKBNGLkT9WEiXVN,78142,476666,S2B_T15TUJ_20210325_172138_UTM15_GS2,2021-03-25T17:08:49.000000
5cGSoeaUKBNGLkT9WEiXVN,78142,476632,S2B_T15TUK_20210325_172123_UTM15_GS2,2021-03-25T17:08:49.000000
5cGSoeaUKBNGLkT9WEiXVN,78142,588601,S2A_T15TUJ_20220203_172139_UTM15_GS2,2022-02-03T17:15:21.000000
5cGSoeaUKBNGLkT9WEiXVN,78142,579195,S2A_T15TUJ_20201210_172135_UTM15_GS2,2020-12-10T17:17:11.000000
5cGSoeaUKBNGLkT9WEiXVN,78142,588814,S2A_T15TUJ_20220124_172139_UTM15_GS2,2022-01-24T17:16:11.000000
5cGSoeaUKBNGLkT9WEiXVN,78142,588816,S2B_T15TUJ_20220109_172135_UTM15_GS2,2022-01-09T17:16:59.000000
5cGSoeaUKBNGLkT9WEiXVN,78142,579340,S2B_T15TUJ_20201225_172136_UTM15_GS2,2020-12-25T17:17:29.000000
5cGSoeaUKBNGLkT9WEiXVN,78142,845318,L9_028029_20220503_UTM15_GS2,2022-05-03T17:04:55.000000
